,day_of_week,hour,quantities,item_count,food_prep_time_minutes
26402,Saturday,16.75,8.0,6,26
26403,Thursday,14.75,4.0,4,13
26404,Saturday,21.75,17.0,8,37
26405,Thursday,20.75,8.0,6,22
26406,Friday,13.75,14.0,8,20
26407,Saturday,10.75,9.0,6,21
26408,Wednesday,16.75,14.0,10,34
26409,Tuesday,20.75,12.0,7,31
26410,Friday,13.75,1.0,1,8
26411,Thursday,15.75,5.0,4,15
26412,Thursday,1.75,11.0,7,36
26413,Tuesday,23.75,11.0,7,41
26414,Friday,20.75,9.0,6,47
26415,Sunday,23.75,4.0,2,45
26416,Friday,20.75,9.0,7,29
26417,Saturday,10.75,15.0,10,37
26418,Thursday,9.75,1.0,1,14
26419,Monday,22.75,9.0,7,23
26420,Friday,10.75,11.0,9,26
26421,Friday,18.75,4.0,2,29
26422,Monday,14.75,2.0,2,6
26423,Wednesday,16.75,3.0,2,25
26424,Tuesday,9.75,7.0,6,11
26425,Sunday,10.75,1.0,1,10
26426,Monday,7.75,11.0,6,34
26427,Wednesday,13.75,16.0,10,34
26428,Wednesday,21.75,16.0,9,41
26429,Thursday,20.75,9.0,8,17
26430,Sunday,18.75,12.0,7,43
26431,Monday,10.75,3.0,3,14
26432,Tuesday,15.75,10.0,8,27
26433,Thursday,13.75,16.0,10,35
26434,Friday,23.75,6.0,4,20
26435,Thursday,20.75,13.0,6,34
26436,Tuesday,12.75,9.0,8,23
26437,Tuesday,14.75,6.0,5,13
26438,Monday,10.75,10.0,7,27
26439,Tuesday,18.75,12.0,8,25
26440,Friday,10.75,12.0,8,29
26441,Friday,20.75,12.0,10,16
26442,Friday,17.75,18.0,10,40
26443,Thursday,3.75,11.0,8,14
26444,Friday,22.75,13.0,10,32
26445,Tuesday,21.75,8.0,7,26
26446,Tuesday,13.75,2.0,2,10
26447,Friday,22.75,3.0,3,14
26448,Wednesday,21.75,11.0,7,28
26449,Friday,4.75,10.0,5,27
26450,Tuesday,18.75,10.0,10,16
26451,Thursday,7.75,6.0,2,33
26452,Thursday,9.75,11.0,6,33
26453,Monday,6.75,2.0,2,11
26454,Friday,16.75,10.0,8,16
26455,Thursday,3.75,8.0,7,20
26456,Thursday,17.75,7.0,6,14
26457,Friday,10.75,6.0,5,18
26458,Thursday,10.75,7.0,5,16
26459,Thursday,10.75,13.0,9,35
26460,Thursday,12.75,7.0,4,24
26461,Friday,23.75,7.0,5,35
26462,Thursday,14.75,12.0,10,39
26463,Friday,19.75,15.0,8,44
26464,Tuesday,18.75,7.0,5,41
26465,Sunday,22.75,1.0,1,14
26466,Wednesday,20.75,9.0,5,37
26467,Tuesday,12.75,12.0,7,41
26468,Friday,6.75,14.0,9,27
26469,Friday,6.75,2.0,2,7
26470,Thursday,16.75,14.0,8,21
26471,Wednesday,15.75,13.0,9,37
26472,Friday,18.75,11.0,10,15
26473,Saturday,18.75,3.0,3,15
26474,Friday,20.75,6.0,5,16
26475,Tuesday,19.75,6.0,3,38
26476,Sunday,18.75,11.0,8,25
26477,Sunday,14.75,13.0,7,27
26478,Wednesday,14.75,13.0,7,39
26479,Tuesday,18.75,8.0,6,24
26480,Thursday,17.75,12.0,6,40
26481,Tuesday,0.75,13.0,8,38
26482,Wednesday,9.75,5.0,3,35
26483,Sunday,23.75,11.0,8,38
26484,Friday,18.75,10.0,7,35
26485,Saturday,19.75,13.0,9,31
26486,Wednesday,15.75,13.0,10,28
26487,Thursday,18.75,1.0,1,17
26488,Sunday,2.75,8.0,7,13
26489,Friday,6.75,1.0,1,8
26490,Thursday,10.75,14.0,10,35
26491,Thursday,18.75,2.0,2,13
26492,Thursday,16.75,1.0,1,9
26493,Wednesday,11.75,7.0,6,24
26494,Wednesday,15.75,15.0,10,44
26495,Thursday,1.75,7.0,5,35
26496,Thursday,14.75,9.0,9,14
26497,Saturday,15.75,2.0,1,28
26498,Monday,17.75,12.0,9,22
26499,Friday,9.75,10.0,6,41
26500,Wednesday,18.75,10.0,6,21
26501,Thursday,8.75,10.0,10,12
26502,Tuesday,21.75,3.0,3,14
26503,Monday,20.75,5.0,5,10
26504,Thursday,18.75,3.0,1,22
26505,Wednesday,9.75,15.0,10,26
26506,Sunday,7.75,4.0,2,19
26507,Thursday,6.75,13.0,7,34
26508,Saturday,20.75,9.0,5,40
26509,Monday,2.75,9.0,9,10
26510,Tuesday,14.75,5.0,2,27
26511,Wednesday,16.75,1.0,1,13
26512,Saturday,23.75,8.0,5,37
26513,Wednesday,19.75,14.0,10,21
26514,Friday,23.75,9.0,6,42
26515,Thursday,15.75,7.0,7,14
26516,Thursday,21.75,11.0,7,25
26517,Wednesday,13.75,12.0,10,42
26518,Saturday,13.75,2.0,2,12
26519,Thursday,16.75,13.0,9,41
26520,Thursday,21.75,7.0,5,38
26521,Thursday,15.75,7.0,4,30
26522,Sunday,16.75,8.0,5,26
26523,Friday,17.75,5.0,4,14
26524,Sunday,20.75,11.0,7,42
26525,Tuesday,12.75,7.0,5,36
26526,Wednesday,20.75,14.0,9,27
26527,Saturday,14.75,10.0,6,38
26528,Saturday,13.75,5.0,3,21
26529,Thursday,20.75,14.0,10,41
26530,Tuesday,19.75,7.0,4,37
26531,Thursday,4.75,5.0,5,12
26532,Monday,5.75,6.0,4,35
26533,Saturday,14.75,8.0,7,26
26534,Thursday,12.75,8.0,7,14
26535,Sunday,12.75,10.0,9,12
26536,Friday,22.75,11.0,8,26
26537,Friday,14.75,8.0,6,38
26538,Tuesday,23.75,4.0,4,15
26539,Thursday,14.75,2.0,2,10
26540,Tuesday,22.75,1.0,1,10
26541,Friday,14.75,16.0,10,38
26542,Friday,21.75,3.0,3,13
26543,Saturday,21.75,2.0,1,14
26544,Wednesday,16.75,7.0,6,16
26545,Tuesday,20.75,12.0,10,25
26546,Monday,20.75,14.0,8,37
26547,Friday,20.75,9.0,7,29
26548,Friday,13.75,13.0,8,27
26549,Wednesday,20.75,16.0,10,46
26550,Thursday,21.75,3.0,2,21
26551,Tuesday,22.75,2.0,2,15
26552,Sunday,11.75,8.0,6,26
26553,Friday,22.75,6.0,4,36
26554,Friday,19.75,6.0,4,41
26555,Friday,13.75,2.0,2,13
26556,Saturday,20.75,12.0,8,31
26557,Monday,18.75,13.0,8,32
26558,Monday,10.75,10.0,7,35
26559,Thursday,13.75,16.0,10,42
26560,Sunday,23.75,8.0,5,28
26561,Saturday,11.75,1.0,1,6
26562,Sunday,12.75,4.0,4,12
26563,Sunday,8.75,2.0,2,7
26564,Thursday,19.75,3.0,2,25
26565,Wednesday,19.75,8.0,8,16
26566,Thursday,12.75,1.0,1,12
26567,Thursday,12.75,3.0,2,21
26568,Thursday,13.75,9.0,6,26
26569,Tuesday,22.75,10.0,6,30
26570,Thursday,16.75,3.0,3,11
26571,Monday,22.75,12.0,9,31
26572,Sunday,17.75,6.0,3,20
26573,Thursday,8.75,11.0,8,26
26574,Tuesday,9.75,3.0,2,13
26575,Friday,8.75,16.0,9,23
26576,Saturday,20.75,13.0,9,27
26577,Thursday,20.75,6.0,4,19
26578,Saturday,7.75,14.0,8,26
26579,Saturday,10.75,10.0,8,34
26580,Monday,19.75,6.0,6,18
26581,Friday,13.75,5.0,4,16
26582,Wednesday,8.75,3.0,3,9
26583,Monday,3.75,12.0,9,25
26584,Tuesday,8.75,7.0,6,17
26585,Thursday,21.75,9.0,6,26
26586,Thursday,13.75,14.0,10,27
26587,Friday,20.75,8.0,8,16
26588,Thursday,20.75,2.0,2,12
26589,Friday,21.75,4.0,4,11
26590,Friday,14.75,13.0,6,30
26591,Thursday,20.75,7.0,5,22
26592,Thursday,15.75,12.0,9,22
26593,Wednesday,3.75,3.0,3,13
26594,Friday,14.75,8.0,5,38
26595,Thursday,0.75,10.0,7,23
26596,Friday,1.75,2.0,2,13
26597,Friday,19.75,3.0,2,14
26598,Thursday,22.75,6.0,4,19
26599,Tuesday,20.75,12.0,10,25
26600,Saturday,18.75,5.0,4,17
26601,Thursday,22.75,10.0,8,28
26602,Sunday,20.75,8.0,5,37
26603,Friday,17.75,7.0,6,28
26604,Sunday,18.75,9.0,7,31
26605,Monday,19.75,10.0,9,30
26606,Wednesday,18.75,10.0,10,16
26607,Thursday,2.75,9.0,5,39
26608,Tuesday,20.75,5.0,3,38
26609,Friday,13.75,7.0,3,43
26610,Monday,22.75,6.0,4,28
26611,Friday,22.75,8.0,5,39
26612,Monday,7.75,6.0,5,15
26613,Saturday,19.75,12.0,6,29
26614,Sunday,14.75,18.0,10,42
26615,Friday,20.75,18.0,10,42
26616,Thursday,0.75,5.0,5,15
26617,Saturday,18.75,11.0,8,41
26618,Saturday,7.75,4.0,3,25
26619,Thursday,22.75,14.0,10,26
26620,Friday,12.75,9.0,8,13
26621,Monday,11.75,8.0,6,35
26622,Thursday,19.75,5.0,4,27
26623,Thursday,19.75,9.0,8,18
26624,Saturday,4.75,5.0,3,28
26625,Thursday,1.75,12.0,9,19
26626,Tuesday,21.75,2.0,2,14
26627,Wednesday,12.75,12.0,9,42
26628,Friday,15.75,2.0,2,14
26629,Thursday,23.75,13.0,9,18
26630,Friday,21.75,2.0,2,11
26631,Tuesday,14.75,4.0,3,15
26632,Friday,22.75,12.0,9,41
26633,Thursday,20.75,2.0,2,8
26634,Thursday,12.75,3.0,3,12
26635,Thursday,19.75,8.0,6,17
26636,Tuesday,0.75,13.0,8,30
26637,Saturday,19.75,14.0,9,37
26638,Friday,7.75,5.0,4,20
26639,Tuesday,19.75,9.0,5,48
26640,Thursday,14.75,12.0,9,20
26641,Thursday,19.75,1.0,1,12
26642,Friday,17.75,2.0,2,10
26643,Thursday,17.75,6.0,4,16
26644,Sunday,19.75,19.0,10,45
26645,Thursday,19.75,2.0,2,15
26646,Friday,9.75,1.0,1,13
26647,Thursday,19.75,12.0,9,44
26648,Tuesday,18.75,8.0,6,21
26649,Saturday,19.75,3.0,3,16
26650,Tuesday,9.75,1.0,1,5
26651,Saturday,8.75,12.0,7,36
26652,Tuesday,15.75,6.0,3,43
26653,Friday,20.75,4.0,4,13
26654,Thursday,19.75,8.0,7,19
26655,Thursday,4.75,3.0,1,19
26656,Thursday,13.75,12.0,8,31
26657,Wednesday,18.75,12.0,9,29
26658,Thursday,15.75,4.0,3,16
26659,Wednesday,14.75,3.0,3,12
26660,Sunday,8.75,13.0,10,25
26661,Sunday,21.75,5.0,5,13
26662,Tuesday,18.75,11.0,7,47
26663,Monday,12.75,9.0,7,19
26664,Thursday,14.75,5.0,4,17
26665,Thursday,20.75,5.0,4,15
26666,Wednesday,14.75,5.0,5,12
26667,Thursday,19.75,2.0,2,13
26668,Wednesday,22.75,1.0,1,11
26669,Thursday,8.75,10.0,10,11
26670,Friday,20.75,11.0,5,43
26671,Monday,8.75,6.0,4,21
26672,Thursday,21.75,11.0,9,44
26673,Thursday,19.75,13.0,8,34
26674,Monday,6.75,1.0,1,5
26675,Saturday,20.75,2.0,1,16
26676,Thursday,8.75,16.0,10,35
26677,Thursday,23.75,5.0,3,20
26678,Thursday,20.75,3.0,3,8
26679,Thursday,18.75,4.0,4,11
26680,Saturday,19.75,15.0,9,27
26681,Wednesday,12.75,4.0,2,22
26682,Wednesday,19.75,11.0,9,23
26683,Thursday,16.75,13.0,8,37
26684,Friday,22.75,16.0,10,39
26685,Tuesday,12.75,5.0,4,28
26686,Thursday,12.75,1.0,1,11
26687,Tuesday,21.75,3.0,3,14
26688,Friday,14.75,1.0,1,5
26689,Monday,16.75,10.0,8,21
26690,Thursday,16.75,7.0,5,23
26691,Tuesday,13.75,7.0,4,23
26692,Saturday,17.75,9.0,5,23
26693,Wednesday,10.75,3.0,3,8
26694,Wednesday,0.75,1.0,1,11
26695,Thursday,23.75,12.0,10,25
26696,Saturday,19.75,3.0,3,7
26697,Thursday,14.75,3.0,2,10
26698,Thursday,18.75,11.0,7,45
26699,Monday,12.75,13.0,10,24
26700,Saturday,2.75,3.0,3,15
26701,Thursday,6.75,12.0,7,27
26702,Wednesday,19.75,2.0,2,15
26703,Sunday,15.75,13.0,7,37
26704,Monday,23.75,9.0,6,27
26705,Sunday,1.75,1.0,1,13
26706,Wednesday,2.75,12.0,9,19
26707,Tuesday,19.75,7.0,6,14
26708,Saturday,1.75,10.0,5,36
26709,Wednesday,9.75,13.0,10,38
26710,Sunday,14.75,10.0,9,25
26711,Wednesday,8.75,4.0,3,15
26712,Friday,12.75,6.0,5,25
26713,Thursday,13.75,8.0,7,26
26714,Thursday,17.75,11.0,8,27
26715,Wednesday,4.75,15.0,9,34
26716,Wednesday,13.75,4.0,3,27
26717,Saturday,23.75,3.0,3,12
26718,Tuesday,2.75,12.0,7,22
26719,Saturday,23.75,14.0,10,27
26720,Sunday,17.75,4.0,3,15
26721,Tuesday,20.75,12.0,8,44
26722,Monday,19.75,4.0,4,12
26723,Thursday,16.75,9.0,7,29
26724,Friday,17.75,15.0,9,40
26725,Friday,12.75,3.0,1,42
26726,Thursday,13.75,2.0,1,30
26727,Wednesday,19.75,17.0,10,43
26728,Thursday,15.75,8.0,6,40
26729,Friday,13.75,4.0,3,19
26730,Friday,15.75,13.0,9,39
26731,Wednesday,21.75,4.0,3,13
26732,Wednesday,12.75,11.0,9,23
26733,Sunday,17.75,7.0,6,18
26734,Saturday,12.75,1.0,1,4
26735,Thursday,20.75,8.0,6,23
26736,Friday,19.75,6.0,4,32
26737,Tuesday,18.75,6.0,5,31
26738,Monday,8.75,8.0,6,18
26739,Saturday,20.75,7.0,4,26
26740,Sunday,12.75,15.0,10,43
26741,Tuesday,10.75,7.0,5,31
26742,Thursday,20.75,1.0,1,14
26743,Wednesday,14.75,7.0,5,21
26744,Thursday,18.75,9.0,7,32
26745,Monday,16.75,12.0,8,23
26746,Wednesday,14.75,15.0,9,25
26747,Friday,18.75,4.0,3,27
26748,Friday,23.75,7.0,5,23
26749,Wednesday,20.75,10.0,9,28
26750,Wednesday,14.75,4.0,4,12
26751,Wednesday,13.75,7.0,5,28
26752,Thursday,3.75,12.0,7,35
26753,Thursday,13.75,14.0,9,42
26754,Friday,20.75,10.0,8,21
26755,Friday,11.75,4.0,3,26
26756,Friday,14.75,14.0,8,30
26757,Thursday,17.75,1.0,1,15
26758,Thursday,12.75,3.0,2,18
26759,Thursday,19.75,14.0,9,27
26760,Thursday,19.75,9.0,6,43
26761,Wednesday,16.75,1.0,1,15
26762,Saturday,13.75,12.0,9,45
26763,Friday,23.75,13.0,8,41
26764,Sunday,21.75,9.0,9,15
26765,Friday,13.75,8.0,8,11
26766,Friday,21.75,3.0,1,28
26767,Friday,23.75,9.0,5,33
26768,Sunday,10.75,15.0,10,26
26769,Thursday,11.75,16.0,7,40
26770,Saturday,14.75,5.0,4,16
26771,Monday,12.75,8.0,6,25
26772,Wednesday,11.75,7.0,7,11
26773,Friday,19.75,4.0,3,18
26774,Friday,17.75,3.0,3,15
26775,Friday,22.75,8.0,5,25
26776,Wednesday,22.75,1.0,1,13
26777,Friday,19.75,10.0,8,21
26778,Wednesday,13.75,2.0,2,12
26779,Tuesday,18.75,8.0,7,19
26780,Tuesday,20.75,9.0,7,23
26781,Thursday,11.75,1.0,1,11
26782,Tuesday,21.75,5.0,3,23
26783,Tuesday,21.75,12.0,7,28
26784,Tuesday,22.75,11.0,6,38
26785,Wednesday,18.75,6.0,6,15
26786,Thursday,21.75,6.0,6,15
26787,Monday,22.75,7.0,7,11
26788,Thursday,1.75,8.0,6,23
26789,Monday,13.75,1.0,1,11
26790,Friday,15.75,8.0,5,26
26791,Wednesday,17.75,7.0,6,15
26792,Tuesday,11.75,11.0,6,32
26793,Thursday,20.75,12.0,8,35
26794,Sunday,14.75,10.0,9,15
26795,Wednesday,22.75,15.0,10,45
26796,Thursday,16.75,6.0,6,13
26797,Tuesday,7.75,1.0,1,6
26798,Saturday,20.75,5.0,3,40
26799,Saturday,14.75,13.0,7,36
26800,Thursday,4.75,3.0,3,11
26801,Friday,20.75,10.0,8,24
26802,Monday,20.75,7.0,5,25
26803,Wednesday,19.75,12.0,9,28
26804,Friday,19.75,7.0,7,14
26805,Wednesday,7.75,7.0,6,17
26806,Friday,16.75,1.0,1,8
26807,Monday,22.75,5.0,3,27
26808,Sunday,19.75,11.0,8,26
26809,Thursday,5.75,3.0,3,12
26810,Thursday,13.75,1.0,1,13
26811,Thursday,21.75,11.0,10,13
26812,Friday,12.75,4.0,4,12
26813,Sunday,22.75,10.0,7,34
26814,Tuesday,17.75,10.0,10,12
26815,Thursday,20.75,5.0,5,15
26816,Monday,20.75,7.0,4,45
26817,Friday,19.75,7.0,4,45
26818,Tuesday,5.75,11.0,7,33
26819,Friday,23.75,6.0,4,20
26820,Friday,20.75,3.0,3,11
26821,Tuesday,18.75,4.0,3,23
26822,Wednesday,13.75,3.0,2,19
26823,Wednesday,18.75,9.0,5,25
26824,Friday,7.75,11.0,10,20
26825,Saturday,13.75,4.0,4,16
26826,Saturday,21.75,11.0,9,34
26827,Friday,22.75,10.0,8,31
26828,Thursday,18.75,4.0,4,13
26829,Friday,19.75,14.0,9,22
26830,Thursday,19.75,10.0,7,42
26831,Sunday,19.75,5.0,3,16
26832,Saturday,22.75,9.0,7,15
26833,Thursday,12.75,8.0,7,26
26834,Tuesday,12.75,6.0,5,23
26835,Sunday,15.75,10.0,4,39
26836,Thursday,8.75,11.0,6,26
26837,Wednesday,16.75,6.0,4,33
26838,Thursday,3.75,9.0,5,33
26839,Saturday,18.75,13.0,10,33
26840,Thursday,20.75,4.0,2,41
26841,Thursday,1.75,2.0,1,20
26842,Wednesday,7.75,10.0,7,22
26843,Thursday,14.75,4.0,3,27
26844,Tuesday,4.75,5.0,5,13
26845,Tuesday,13.75,7.0,5,38
26846,Wednesday,19.75,7.0,5,32
26847,Thursday,15.75,3.0,3,10
26848,Friday,2.75,10.0,8,26
26849,Saturday,9.75,13.0,8,28
26850,Wednesday,12.75,4.0,2,41
26851,Sunday,17.75,10.0,6,37
26852,Friday,18.75,8.0,6,22
26853,Tuesday,18.75,6.0,5,12
26854,Wednesday,2.75,13.0,8,19
26855,Friday,14.75,18.0,10,34
26856,Saturday,19.75,6.0,2,36
26857,Tuesday,17.75,10.0,6,39
26858,Tuesday,6.75,11.0,8,22
26859,Tuesday,20.75,1.0,1,16
26860,Friday,23.75,6.0,4,26
26861,Tuesday,4.75,12.0,8,36
26862,Thursday,12.75,10.0,8,27
26863,Wednesday,20.75,10.0,9,27
26864,Friday,5.75,11.0,9,17
26865,Thursday,18.75,2.0,2,16
26866,Saturday,20.75,7.0,4,36
26867,Thursday,6.75,12.0,10,23
26868,Sunday,0.75,15.0,9,41
26869,Monday,16.75,13.0,10,30
26870,Thursday,10.75,4.0,3,11
26871,Wednesday,16.75,17.0,10,44
26872,Friday,20.75,1.0,1,15
26873,Tuesday,14.75,10.0,8,32
26874,Friday,20.75,15.0,10,47
26875,Tuesday,16.75,6.0,3,24
26876,Thursday,20.75,5.0,3,37
26877,Wednesday,11.75,4.0,4,15
26878,Friday,14.75,7.0,5,31
26879,Thursday,23.75,15.0,8,35
26880,Friday,15.75,17.0,9,26
26881,Friday,17.75,9.0,6,27
26882,Friday,0.75,8.0,6,28
26883,Thursday,15.75,3.0,2,13
26884,Monday,2.75,5.0,4,22
26885,Saturday,16.75,3.0,3,13
26886,Thursday,18.75,10.0,7,31
26887,Friday,7.75,12.0,8,33
26888,Sunday,9.75,12.0,8,24
26889,Saturday,23.75,12.0,10,41
26890,Wednesday,10.75,6.0,6,12
26891,Thursday,18.75,9.0,7,28
26892,Saturday,18.75,5.0,4,23
26893,Monday,14.75,7.0,5,24
26894,Thursday,18.75,11.0,7,48
26895,Thursday,23.75,13.0,8,31
26896,Monday,12.75,6.0,6,14
26897,Saturday,23.75,3.0,1,40
26898,Monday,16.75,16.0,9,41
26899,Monday,16.75,5.0,5,14
26900,Thursday,12.75,17.0,10,35
26901,Friday,15.75,1.0,1,14
26902,Friday,18.75,5.0,5,15
26903,Wednesday,11.75,15.0,10,27
26904,Thursday,21.75,14.0,9,30
26905,Tuesday,15.75,13.0,8,26
26906,Thursday,15.75,13.0,9,40
26907,Tuesday,10.75,11.0,8,24
26908,Wednesday,12.75,16.0,10,42
26909,Friday,16.75,13.0,7,42
26910,Wednesday,18.75,8.0,6,26
26911,Monday,18.75,9.0,7,32
26912,Thursday,23.75,10.0,9,17
26913,Thursday,22.75,9.0,7,33
26914,Wednesday,17.75,13.0,8,40
26915,Wednesday,0.75,15.0,10,33
26916,Thursday,6.75,8.0,5,34
26917,Thursday,11.75,10.0,8,17
26918,Monday,15.75,8.0,6,22
26919,Wednesday,14.75,9.0,5,44
26920,Friday,12.75,5.0,5,14
26921,Friday,6.75,8.0,8,14
26922,Wednesday,22.75,3.0,2,25
26923,Thursday,20.75,3.0,1,38
26924,Wednesday,20.75,4.0,3,31
26925,Tuesday,19.75,7.0,4,43
26926,Saturday,14.75,5.0,4,23
26927,Thursday,20.75,12.0,10,29
26928,Thursday,8.75,7.0,5,30
26929,Friday,0.75,1.0,1,11
26930,Saturday,15.75,4.0,4,15
26931,Friday,15.75,2.0,2,7
26932,Thursday,1.75,12.0,10,31
26933,Thursday,21.75,9.0,8,16
26934,Saturday,15.75,3.0,3,13
26935,Saturday,14.75,7.0,5,23
26936,Wednesday,20.75,13.0,8,45
26937,Tuesday,6.75,5.0,5,11
26938,Friday,12.75,11.0,9,25
26939,Friday,18.75,5.0,3,27
26940,Thursday,17.75,9.0,7,34
26941,Monday,20.75,11.0,10,19
26942,Sunday,10.75,8.0,4,15
26943,Friday,6.75,3.0,3,12
26944,Sunday,9.75,3.0,2,21
26945,Friday,14.75,5.0,3,17
26946,Thursday,10.75,16.0,9,31
26947,Sunday,6.75,10.0,5,35
26948,Friday,18.75,9.0,4,28
26949,Wednesday,20.75,3.0,3,13
26950,Saturday,6.75,10.0,7,21
26951,Thursday,18.75,9.0,7,24
26952,Thursday,21.75,9.0,6,28
26953,Thursday,21.75,11.0,9,30
26954,Wednesday,20.75,8.0,4,27
26955,Friday,13.75,10.0,8,41
26956,Saturday,18.75,1.0,1,11
26957,Thursday,11.75,3.0,2,11
26958,Friday,21.75,8.0,8,13
26959,Saturday,18.75,10.0,7,41
26960,Monday,13.75,4.0,2,18
26961,Wednesday,18.75,6.0,4,22
26962,Thursday,18.75,3.0,3,12
26963,Tuesday,14.75,2.0,2,11
26964,Thursday,21.75,1.0,1,5
26965,Monday,21.75,14.0,10,21
26966,Friday,13.75,2.0,2,14
26967,Wednesday,7.75,13.0,8,35
26968,Friday,13.75,9.0,8,25
26969,Saturday,3.75,11.0,7,33
26970,Thursday,16.75,8.0,7,12
26971,Thursday,9.75,13.0,8,23
26972,Thursday,16.75,1.0,1,13
26973,Tuesday,15.75,6.0,5,26
26974,Monday,10.75,6.0,4,34
26975,Monday,23.75,1.0,1,9
26976,Sunday,0.75,4.0,3,23
26977,Friday,16.75,6.0,5,21
26978,Tuesday,10.75,9.0,5,31
26979,Thursday,11.75,14.0,9,38
26980,Saturday,21.75,3.0,2,19
26981,Thursday,19.75,6.0,2,21
26982,Saturday,20.75,10.0,6,32
26983,Thursday,13.75,5.0,3,20
26984,Sunday,17.75,5.0,5,15
26985,Thursday,22.75,6.0,4,23
26986,Thursday,21.75,6.0,6,12
26987,Saturday,10.75,6.0,6,14
26988,Sunday,10.75,4.0,4,14
26989,Thursday,23.75,5.0,3,18
26990,Sunday,17.75,5.0,5,16
26991,Friday,12.75,12.0,8,41
26992,Wednesday,22.75,10.0,6,41
26993,Sunday,10.75,6.0,5,25
26994,Monday,14.75,6.0,5,24
26995,Saturday,23.75,6.0,3,40
26996,Thursday,15.75,15.0,10,21
26997,Thursday,13.75,4.0,4,11
26998,Friday,8.75,13.0,9,26
26999,Saturday,20.75,13.0,10,32
27000,Thursday,2.75,2.0,2,6
27001,Thursday,19.75,17.0,10,44
27002,Wednesday,13.75,12.0,8,20
27003,Thursday,9.75,11.0,7,21
27004,Monday,0.75,15.0,10,30
27005,Tuesday,22.75,9.0,6,36
27006,Wednesday,5.75,2.0,2,13
27007,Tuesday,15.75,3.0,2,24
27008,Saturday,6.75,6.0,5,20
27009,Thursday,10.75,17.0,10,28
27010,Friday,22.75,11.0,8,26
27011,Friday,12.75,2.0,2,10
27012,Friday,4.75,5.0,5,8
27013,Tuesday,19.75,7.0,5,35
27014,Wednesday,15.75,5.0,3,19
27015,Wednesday,20.75,13.0,7,44
27016,Monday,14.75,6.0,4,41
27017,Saturday,23.75,15.0,10,35
27018,Wednesday,21.75,8.0,6,24
27019,Saturday,8.75,12.0,7,21
27020,Thursday,18.75,11.0,9,19
27021,Sunday,12.75,1.0,1,10
27022,Tuesday,15.75,9.0,6,30
27023,Thursday,12.75,3.0,2,13
27024,Friday,13.75,9.0,7,25
27025,Monday,2.75,12.0,8,39
27026,Saturday,17.75,3.0,3,11
27027,Monday,19.75,14.0,10,44
27028,Wednesday,13.75,10.0,8,21
27029,Thursday,14.75,10.0,6,41
27030,Friday,16.75,10.0,5,40
27031,Friday,17.75,10.0,9,16
27032,Monday,15.75,8.0,4,26
27033,Saturday,2.75,14.0,10,41
27034,Friday,18.75,3.0,3,12
27035,Wednesday,11.75,2.0,2,13
27036,Wednesday,15.75,1.0,1,8
27037,Tuesday,19.75,5.0,4,20
27038,Thursday,10.75,15.0,10,28
27039,Sunday,16.75,9.0,4,30
27040,Wednesday,17.75,3.0,3,15
27041,Tuesday,15.75,10.0,6,27
27042,Monday,14.75,2.0,2,12
27043,Saturday,12.75,10.0,8,22
27044,Wednesday,21.75,3.0,2,19
27045,Thursday,19.75,13.0,10,22
27046,Saturday,20.75,2.0,2,11
27047,Saturday,13.75,14.0,10,39
27048,Thursday,14.75,9.0,8,19
27049,Saturday,22.75,4.0,3,27
27050,Saturday,22.75,1.0,1,9
27051,Saturday,3.75,12.0,6,34
27052,Wednesday,20.75,3.0,3,14
27053,Wednesday,16.75,5.0,5,11
27054,Thursday,13.75,4.0,2,36
27055,Friday,19.75,1.0,1,14
27056,Friday,12.75,8.0,8,15
27057,Thursday,20.75,13.0,7,45
27058,Thursday,22.75,3.0,2,13
27059,Tuesday,10.75,9.0,6,40
27060,Sunday,9.75,7.0,5,26
27061,Thursday,2.75,5.0,3,37
27062,Thursday,17.75,14.0,7,41
27063,Friday,12.75,9.0,7,17
27064,Monday,12.75,15.0,8,31
27065,Saturday,0.75,9.0,7,22
27066,Thursday,20.75,4.0,3,28
27067,Saturday,22.75,8.0,6,28
27068,Thursday,15.75,11.0,6,31
27069,Friday,22.75,4.0,3,13
27070,Tuesday,12.75,18.0,9,38
27071,Thursday,14.75,1.0,1,7
27072,Saturday,19.75,10.0,8,48
27073,Friday,19.75,5.0,5,13
27074,Friday,20.75,7.0,5,40
27075,Thursday,19.75,5.0,3,22
27076,Friday,13.75,5.0,3,15
27077,Friday,18.75,1.0,1,8
27078,Friday,20.75,6.0,5,28
27079,Friday,16.75,3.0,2,18
27080,Tuesday,9.75,11.0,9,26
27081,Sunday,5.75,9.0,8,21
27082,Thursday,13.75,9.0,6,34
27083,Tuesday,8.75,4.0,2,15
27084,Tuesday,23.75,9.0,7,20
27085,Thursday,18.75,7.0,5,27
27086,Thursday,10.75,1.0,1,9
27087,Thursday,12.75,19.0,10,41
27088,Saturday,18.75,9.0,8,21
27089,Sunday,14.75,1.0,1,9
27090,Thursday,11.75,7.0,5,41
27091,Saturday,23.75,7.0,7,11
27092,Tuesday,5.75,8.0,6,16
27093,Thursday,14.75,4.0,2,19
27094,Saturday,23.75,8.0,5,34
27095,Tuesday,20.75,5.0,2,35
27096,Wednesday,1.75,10.0,7,34
27097,Monday,17.75,4.0,3,26
27098,Thursday,15.75,17.0,9,34
27099,Friday,9.75,9.0,4,41
27100,Saturday,13.75,11.0,5,42
